gene	specific process	GOterm	function
Mlh1	Cell cycle related	GO:0007049	 cell cycle 
Mnat1	Cell cycle related	GO:0007049	 cell cycle 
Mnd1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Mns1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Mov10l1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Mplkip	Cell cycle related	GO:0007049	 cell cycle 
Mre11a	Cell cycle related	GO:0051321	 meiotic cell cycle 
Mrpl41	Cell cycle related	GO:0007049	 cell cycle 
Msh2	Cell cycle related	GO:0007049	 cell cycle 
Msh2	Cell cycle related	GO:0007050	 cell cycle arrest 
Msh4	Cell cycle related	GO:0051321	 meiotic cell cycle 
Msh5	Cell cycle related	GO:0051321	 meiotic cell cycle 
Mtbp	Cell cycle related	GO:0007049	 cell cycle 
Mtbp	Cell cycle related	GO:0007050	 cell cycle arrest 
Mtus1	Cell cycle related	GO:0007049	 cell cycle 
Mybl2	Cell cycle related	GO:0007049	 cell cycle 
Myc	Cell cycle related	GO:0007050	 cell cycle arrest 
Myog	Cell cycle related	GO:0007049	 cell cycle 
Nae1	Cell cycle related	GO:0007049	 cell cycle 
Nags	Cell cycle related	GO:0000050	 urea cycle 
Nasp	Cell cycle related	GO:0007049	 cell cycle 
Nbn	Cell cycle related	GO:0007049	 cell cycle 
Nbn	Cell cycle related	GO:0051321	 meiotic cell cycle 
Ncapd2	Cell cycle related	GO:0007049	 cell cycle 
Ncapd3	Cell cycle related	GO:0007049	 cell cycle 
Ncapg2	Cell cycle related	GO:0007049	 cell cycle 
Ncaph	Cell cycle related	GO:0007049	 cell cycle 
Ndc80	Cell cycle related	GO:0007049	 cell cycle 
Nde1	Cell cycle related	GO:0007049	 cell cycle 
Nedd1	Cell cycle related	GO:0007049	 cell cycle 
Nedd9	Cell cycle related	GO:0007049	 cell cycle 
Nek1	Cell cycle related	GO:0007049	 cell cycle 
Nek11	Cell cycle related	GO:0007049	 cell cycle 
Nek2	Cell cycle related	GO:0007049	 cell cycle 
Nek2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Nek3	Cell cycle related	GO:0007049	 cell cycle 
Nek4	Cell cycle related	GO:0007049	 cell cycle 
Nek6	Cell cycle related	GO:0007049	 cell cycle 
Nek9	Cell cycle related	GO:0007049	 cell cycle 
Nipbl	Cell cycle related	GO:0007049	 cell cycle 
Notch2	Cell cycle related	GO:0007050	 cell cycle arrest 
Npat	Cell cycle related	GO:0007049	 cell cycle 
Nr2c2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Nsl1	Cell cycle related	GO:0007049	 cell cycle 
Nsmce2	Cell cycle related	GO:0007049	 cell cycle 
Nsun2	Cell cycle related	GO:0007049	 cell cycle 
Nudc	Cell cycle related	GO:0007049	 cell cycle 
Nuf2	Cell cycle related	GO:0007049	 cell cycle 
Nup37	Cell cycle related	GO:0007049	 cell cycle 
Nup43	Cell cycle related	GO:0007049	 cell cycle 
Nupr1l	Cell cycle related	GO:0007049	 cell cycle 
Nupr1l	Cell cycle related	GO:0007050	 cell cycle arrest 
Nusap1	Cell cycle related	GO:0007049	 cell cycle 
Ogdh	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Ogdhl	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Oip5	Cell cycle related	GO:0007049	 cell cycle 
Otc	Cell cycle related	GO:0000050	 urea cycle 
Pafah1b1	Cell cycle related	GO:0007049	 cell cycle 
Pak4	Cell cycle related	GO:0007049	 cell cycle 
Papd5	Cell cycle related	GO:0007049	 cell cycle 
Pard3	Cell cycle related	GO:0007049	 cell cycle 
Pard3b	Cell cycle related	GO:0007049	 cell cycle 
Pard6a	Cell cycle related	GO:0007049	 cell cycle 
Pard6b	Cell cycle related	GO:0007049	 cell cycle 
Pard6g	Cell cycle related	GO:0007049	 cell cycle 
Pcnp	Cell cycle related	GO:0007049	 cell cycle 
Pdcd2l	Cell cycle related	GO:0007049	 cell cycle 
Pdcd6ip	Cell cycle related	GO:0007049	 cell cycle 
Pdha1	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Pdha2	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Pdhb	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Pds5b	Cell cycle related	GO:0007049	 cell cycle 
Pelo	Cell cycle related	GO:0007049	 cell cycle 
Phf13	Cell cycle related	GO:0007049	 cell cycle 
Pik3c3	Cell cycle related	GO:0007049	 cell cycle 
Pim2	Cell cycle related	GO:0007049	 cell cycle 
Pim3	Cell cycle related	GO:0007049	 cell cycle 
Pin1	Cell cycle related	GO:0007049	 cell cycle 
Piwil1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Piwil2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Piwil4	Cell cycle related	GO:0051321	 meiotic cell cycle 
Pkd1	Cell cycle related	GO:0007050	 cell cycle arrest 
Pkd2	Cell cycle related	GO:0007050	 cell cycle arrest 
Pkmyt1	Cell cycle related	GO:0007049	 cell cycle 
Pkn2	Cell cycle related	GO:0007049	 cell cycle 
Pld6	Cell cycle related	GO:0051321	 meiotic cell cycle 
Plk1	Cell cycle related	GO:0007049	 cell cycle 
Plk3	Cell cycle related	GO:0007049	 cell cycle 
Plk5	Cell cycle related	GO:0007049	 cell cycle 
Pmf1	Cell cycle related	GO:0007049	 cell cycle 
Pml	Cell cycle related	GO:0007050	 cell cycle arrest 
Pmp22	Cell cycle related	GO:0007049	 cell cycle 
Pmp22	Cell cycle related	GO:0007050	 cell cycle arrest 
Poc5	Cell cycle related	GO:0007049	 cell cycle 
Pogz	Cell cycle related	GO:0007049	 cell cycle 
Ppm1d	Cell cycle related	GO:0007049	 cell cycle 
Ppm1g	Cell cycle related	GO:0007049	 cell cycle 
Ppm1g	Cell cycle related	GO:0007050	 cell cycle arrest 
Ppp1ca	Cell cycle related	GO:0007049	 cell cycle 
Ppp1cb	Cell cycle related	GO:0007049	 cell cycle 
Ppp1r1c	Cell cycle related	GO:0007049	 cell cycle 
Ppp2ca	Cell cycle related	GO:0051321	 meiotic cell cycle 
Ppp2r2d	Cell cycle related	GO:0007049	 cell cycle 
Ppp6c	Cell cycle related	GO:0007049	 cell cycle 
Prc1	Cell cycle related	GO:0007049	 cell cycle 
Prdm9	Cell cycle related	GO:0051321	 meiotic cell cycle 
Prkcd	Cell cycle related	GO:0007049	 cell cycle 
Prkce	Cell cycle related	GO:0007049	 cell cycle 
Prr5	Cell cycle related	GO:0007049	 cell cycle 
Psmc3ip	Cell cycle related	GO:0051321	 meiotic cell cycle 
Psme3	Cell cycle related	GO:0007049	 cell cycle 
Psrc1	Cell cycle related	GO:0007049	 cell cycle 
Ptp4a1	Cell cycle related	GO:0007049	 cell cycle 
Pttg1	Cell cycle related	GO:0007049	 cell cycle 
Rab11a	Cell cycle related	GO:0007049	 cell cycle 
Rab11fip3	Cell cycle related	GO:0007049	 cell cycle 
Rab11fip4	Cell cycle related	GO:0007049	 cell cycle 
Rabgap1	Cell cycle related	GO:0007049	 cell cycle 
Racgap1	Cell cycle related	GO:0007049	 cell cycle 
Rack1	Cell cycle related	GO:0007049	 cell cycle 
Rad17	Cell cycle related	GO:0007049	 cell cycle 
Rad21	Cell cycle related	GO:0007049	 cell cycle 
Rad21l	Cell cycle related	GO:0051321	 meiotic cell cycle 
Rad50	Cell cycle related	GO:0007049	 cell cycle 
Rad50	Cell cycle related	GO:0051321	 meiotic cell cycle 
Rala	Cell cycle related	GO:0007049	 cell cycle 
Ralb	Cell cycle related	GO:0007049	 cell cycle 
Ran	Cell cycle related	GO:0007049	 cell cycle 
Rassf1	Cell cycle related	GO:0007049	 cell cycle 
Rassf1	Cell cycle related	GO:0007050	 cell cycle arrest 
Rassf2	Cell cycle related	GO:0007049	 cell cycle 
Rassf4	Cell cycle related	GO:0007049	 cell cycle 
Rb1	Cell cycle related	GO:0007049	 cell cycle 
Rb1	Cell cycle related	GO:0007050	 cell cycle arrest 
Rb1cc1	Cell cycle related	GO:0007049	 cell cycle 
Rbbp4	Cell cycle related	GO:0007049	 cell cycle 
Rbbp8	Cell cycle related	GO:0007049	 cell cycle 
Rbbp8	Cell cycle related	GO:0051321	 meiotic cell cycle 
Rbl1	Cell cycle related	GO:0007049	 cell cycle 
Rbl2	Cell cycle related	GO:0007049	 cell cycle 
Rbm38	Cell cycle related	GO:0007049	 cell cycle 
Rbm7	Cell cycle related	GO:0051321	 meiotic cell cycle 
Rcbtb1	Cell cycle related	GO:0007049	 cell cycle 
Rcc1	Cell cycle related	GO:0007049	 cell cycle 
Rcc2	Cell cycle related	GO:0007049	 cell cycle 
Rec114	Cell cycle related	GO:0051321	 meiotic cell cycle 
Rec8	Cell cycle related	GO:0051321	 meiotic cell cycle 
Recql5	Cell cycle related	GO:0007049	 cell cycle 
Reep3	Cell cycle related	GO:0007049	 cell cycle 
Reep4	Cell cycle related	GO:0007049	 cell cycle 
Rgcc	Cell cycle related	GO:0007049	 cell cycle 
Rgs14	Cell cycle related	GO:0007049	 cell cycle 
Rgs2	Cell cycle related	GO:0007049	 cell cycle 
Rhno1	Cell cycle related	GO:0007049	 cell cycle 
Rhoa	Cell cycle related	GO:0007049	 cell cycle 
Rif1	Cell cycle related	GO:0007049	 cell cycle 
Rint1	Cell cycle related	GO:0007049	 cell cycle 
Rnf212	Cell cycle related	GO:0051321	 meiotic cell cycle 
Rnf8	Cell cycle related	GO:0007049	 cell cycle 
Rprm	Cell cycle related	GO:0007050	 cell cycle arrest 
Rps3	Cell cycle related	GO:0007049	 cell cycle 
Rps6ka3	Cell cycle related	GO:0007049	 cell cycle 
Rps6kb1	Cell cycle related	GO:0007049	 cell cycle 
Rsph1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Ruvbl1	Cell cycle related	GO:0007049	 cell cycle 
Sac3d1	Cell cycle related	GO:0007049	 cell cycle 
Sass6	Cell cycle related	GO:0007049	 cell cycle 
Sdccag3	Cell cycle related	GO:0007049	 cell cycle 
Sdha	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Sdhaf2	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Sdhb	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Sdhc	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Sdhd	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Seh1l	Cell cycle related	GO:0007049	 cell cycle 
Senp5	Cell cycle related	GO:0007049	 cell cycle 
Sept1	Cell cycle related	GO:0007049	 cell cycle 
Sept10	Cell cycle related	GO:0007049	 cell cycle 
Sept11	Cell cycle related	GO:0007049	 cell cycle 
Sept14	Cell cycle related	GO:0007049	 cell cycle 
Sept2	Cell cycle related	GO:0007049	 cell cycle 
Sept3	Cell cycle related	GO:0007049	 cell cycle 
Sept4	Cell cycle related	GO:0007049	 cell cycle 
Sept5	Cell cycle related	GO:0007049	 cell cycle 
Sept6	Cell cycle related	GO:0007049	 cell cycle 
Sept7	Cell cycle related	GO:0007049	 cell cycle 
Sept9	Cell cycle related	GO:0007049	 cell cycle 
Setdb2	Cell cycle related	GO:0007049	 cell cycle 
Sgol1	Cell cycle related	GO:0007049	 cell cycle 
Sgol2a	Cell cycle related	GO:0007049	 cell cycle 
Sgol2a	Cell cycle related	GO:0051321	 meiotic cell cycle 
Sgsm3	Cell cycle related	GO:0007049	 cell cycle 
Sgsm3	Cell cycle related	GO:0007050	 cell cycle arrest 
Siah1a	Cell cycle related	GO:0007049	 cell cycle 
Siah2	Cell cycle related	GO:0007049	 cell cycle 
Sik1	Cell cycle related	GO:0007049	 cell cycle 
Sirt2	Cell cycle related	GO:0007049	 cell cycle 
Sirt2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Ska1	Cell cycle related	GO:0007049	 cell cycle 
Ska2	Cell cycle related	GO:0007049	 cell cycle 
Ska3	Cell cycle related	GO:0007049	 cell cycle 
Skil	Cell cycle related	GO:0007050	 cell cycle arrest 
Slc26a8	Cell cycle related	GO:0051321	 meiotic cell cycle 
Slfn1	Cell cycle related	GO:0007050	 cell cycle arrest 
Smad3	Cell cycle related	GO:0007050	 cell cycle arrest 
Smarcb1	Cell cycle related	GO:0007049	 cell cycle 
Smc1a	Cell cycle related	GO:0007049	 cell cycle 
Smc1a	Cell cycle related	GO:0051321	 meiotic cell cycle 
Smc1b	Cell cycle related	GO:0007049	 cell cycle 
Smc1b	Cell cycle related	GO:0051321	 meiotic cell cycle 
Smc2	Cell cycle related	GO:0007049	 cell cycle 
Smc3	Cell cycle related	GO:0007049	 cell cycle 
Smc3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Smc4	Cell cycle related	GO:0007049	 cell cycle 
Smc5	Cell cycle related	GO:0007049	 cell cycle 
Smpd3	Cell cycle related	GO:0007049	 cell cycle 
Snx18	Cell cycle related	GO:0007049	 cell cycle 
Snx33	Cell cycle related	GO:0007049	 cell cycle 
Snx9	Cell cycle related	GO:0007049	 cell cycle 
Son	Cell cycle related	GO:0007049	 cell cycle 
Sox2	Cell cycle related	GO:0007050	 cell cycle arrest 
Spag5	Cell cycle related	GO:0007049	 cell cycle 
Spag8	Cell cycle related	GO:0007049	 cell cycle 
Spast	Cell cycle related	GO:0007049	 cell cycle 
Spata22	Cell cycle related	GO:0051321	 meiotic cell cycle 
Spc24	Cell cycle related	GO:0007049	 cell cycle 
Spc25	Cell cycle related	GO:0007049	 cell cycle 
Spdl1	Cell cycle related	GO:0007049	 cell cycle 
Spdya	Cell cycle related	GO:0007049	 cell cycle 
Spdye4a	Cell cycle related	GO:0007049	 cell cycle 
Specc1l	Cell cycle related	GO:0007049	 cell cycle 
Spice1	Cell cycle related	GO:0007049	 cell cycle 
Spin1	Cell cycle related	GO:0007049	 cell cycle 
Spin1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Spin2c	Cell cycle related	GO:0007049	 cell cycle 
Spo11	Cell cycle related	GO:0051321	 meiotic cell cycle 
Spout1	Cell cycle related	GO:0007049	 cell cycle 
Src	Cell cycle related	GO:0007049	 cell cycle 
Stag1	Cell cycle related	GO:0007049	 cell cycle 
Stag2	Cell cycle related	GO:0007049	 cell cycle 
Stag2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Stag3	Cell cycle related	GO:0007049	 cell cycle 
Stag3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Stard13	Cell cycle related	GO:0007049	 cell cycle 
Steap3	Cell cycle related	GO:0007049	 cell cycle 
Stk10	Cell cycle related	GO:0007049	 cell cycle 
Stk11	Cell cycle related	GO:0007049	 cell cycle 
Stk11	Cell cycle related	GO:0007050	 cell cycle arrest 
Stox1	Cell cycle related	GO:0007049	 cell cycle 
Stra8	Cell cycle related	GO:0051321	 meiotic cell cycle 
Strada	Cell cycle related	GO:0007049	 cell cycle 
Stradb	Cell cycle related	GO:0007049	 cell cycle 
Sucla2	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Suclg1	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Suclg2	Cell cycle related	GO:0006099	 tricarboxylic acid cycle 
Suv39h1	Cell cycle related	GO:0007049	 cell cycle 
Suv39h2	Cell cycle related	GO:0007049	 cell cycle 
Syce1	Cell cycle related	GO:0007049	 cell cycle 
Syce1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Syce1l	Cell cycle related	GO:0051321	 meiotic cell cycle 
Syce2	Cell cycle related	GO:0007049	 cell cycle 
Syce2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Syce3	Cell cycle related	GO:0007049	 cell cycle 
Syce3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Sycp1	Cell cycle related	GO:0007049	 cell cycle 
Sycp1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Sycp2	Cell cycle related	GO:0007049	 cell cycle 
Sycp2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Sycp3	Cell cycle related	GO:0007049	 cell cycle 
Sycp3	Cell cycle related	GO:0051321	 meiotic cell cycle 
Tacc1	Cell cycle related	GO:0007049	 cell cycle 
Tacc3	Cell cycle related	GO:0007049	 cell cycle 
Taf1	Cell cycle related	GO:0007049	 cell cycle 
Tbrg1	Cell cycle related	GO:0007049	 cell cycle 
Tbrg1	Cell cycle related	GO:0007050	 cell cycle arrest 
Tcf7l2	Cell cycle related	GO:0007050	 cell cycle arrest 
Tdrd1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Tdrd12	Cell cycle related	GO:0051321	 meiotic cell cycle 
Tdrd9	Cell cycle related	GO:0051321	 meiotic cell cycle 
Terb1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Terb2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Terf1	Cell cycle related	GO:0007049	 cell cycle 
Terf2	Cell cycle related	GO:0007049	 cell cycle 
Tet2	Cell cycle related	GO:0007049	 cell cycle 
Tex11	Cell cycle related	GO:0051321	 meiotic cell cycle 
Tex14	Cell cycle related	GO:0007049	 cell cycle 
Tex15	Cell cycle related	GO:0051321	 meiotic cell cycle 
Tex19.1	Cell cycle related	GO:0051321	 meiotic cell cycle 
Tex19.2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Tfdp1	Cell cycle related	GO:0007049	 cell cycle 
Tfdp2	Cell cycle related	GO:0007049	 cell cycle 
Tgfb1	Cell cycle related	GO:0007050	 cell cycle arrest 
Tgfb2	Cell cycle related	GO:0007050	 cell cycle arrest 
Thap1	Cell cycle related	GO:0007049	 cell cycle 
Thbs1	Cell cycle related	GO:0007050	 cell cycle arrest 
Ticrr	Cell cycle related	GO:0007049	 cell cycle 
Timeless	Cell cycle related	GO:0007049	 cell cycle 
Tipin	Cell cycle related	GO:0007049	 cell cycle 
Tlk1	Cell cycle related	GO:0007049	 cell cycle 
Tlk2	Cell cycle related	GO:0007049	 cell cycle 
Tmprss11a	Cell cycle related	GO:0007049	 cell cycle 
Tnks	Cell cycle related	GO:0007049	 cell cycle 
Tpr	Cell cycle related	GO:0007049	 cell cycle 
Tpx2	Cell cycle related	GO:0007049	 cell cycle 
Trim21	Cell cycle related	GO:0007049	 cell cycle 
Triobp	Cell cycle related	GO:0007049	 cell cycle 
Trip13	Cell cycle related	GO:0051321	 meiotic cell cycle 
Trnp1	Cell cycle related	GO:0007049	 cell cycle 
Trp53	Cell cycle related	GO:0007049	 cell cycle 
Trp53	Cell cycle related	GO:0007050	 cell cycle arrest 
Trp53bp2	Cell cycle related	GO:0007049	 cell cycle 
Trp53inp1	Cell cycle related	GO:0007050	 cell cycle arrest 
Trp73	Cell cycle related	GO:0007049	 cell cycle 
Trp73	Cell cycle related	GO:0007050	 cell cycle arrest 
Tsg101	Cell cycle related	GO:0007049	 cell cycle 
Tsg101	Cell cycle related	GO:0007050	 cell cycle arrest 
Tspyl2	Cell cycle related	GO:0007049	 cell cycle 
Ttc28	Cell cycle related	GO:0007049	 cell cycle 
Txlng	Cell cycle related	GO:0007049	 cell cycle 
Txnip	Cell cycle related	GO:0007049	 cell cycle 
Txnl4b	Cell cycle related	GO:0007049	 cell cycle 
Uba3	Cell cycle related	GO:0007049	 cell cycle 
Ube2c	Cell cycle related	GO:0007049	 cell cycle 
Ube2i	Cell cycle related	GO:0007049	 cell cycle 
Ube2s	Cell cycle related	GO:0007049	 cell cycle 
Uhmk1	Cell cycle related	GO:0007050	 cell cycle arrest 
Uhrf1	Cell cycle related	GO:0007049	 cell cycle 
Uhrf2	Cell cycle related	GO:0007049	 cell cycle 
Urgcp	Cell cycle related	GO:0007049	 cell cycle 
Usp16	Cell cycle related	GO:0007049	 cell cycle 
Usp2	Cell cycle related	GO:0007049	 cell cycle 
Usp22	Cell cycle related	GO:0007049	 cell cycle 
Usp3	Cell cycle related	GO:0007049	 cell cycle 
Usp37	Cell cycle related	GO:0007049	 cell cycle 
Usp39	Cell cycle related	GO:0007049	 cell cycle 
Usp44	Cell cycle related	GO:0007049	 cell cycle 
Usp8	Cell cycle related	GO:0007049	 cell cycle 
Usp9x	Cell cycle related	GO:0007049	 cell cycle 
Utp14b	Cell cycle related	GO:0051321	 meiotic cell cycle 
Vash1	Cell cycle related	GO:0007049	 cell cycle 
Vash1	Cell cycle related	GO:0007050	 cell cycle arrest 
Vps4a	Cell cycle related	GO:0007049	 cell cycle 
Vps4b	Cell cycle related	GO:0007049	 cell cycle 
Vrk1	Cell cycle related	GO:0007049	 cell cycle 
Wapl	Cell cycle related	GO:0007049	 cell cycle 
Wasl	Cell cycle related	GO:0007049	 cell cycle 
Wdr6	Cell cycle related	GO:0007049	 cell cycle 
Wdr6	Cell cycle related	GO:0007050	 cell cycle arrest 
Wee1	Cell cycle related	GO:0007049	 cell cycle 
Wee2	Cell cycle related	GO:0051321	 meiotic cell cycle 
Wnt10b	Cell cycle related	GO:0007050	 cell cycle arrest 
Wtap	Cell cycle related	GO:0007049	 cell cycle 
Zbtb49	Cell cycle related	GO:0007049	 cell cycle 
Zbtb49	Cell cycle related	GO:0007050	 cell cycle arrest 
Zc3hc1	Cell cycle related	GO:0007049	 cell cycle 
Zfp207	Cell cycle related	GO:0007049	 cell cycle 
Zfp318	Cell cycle related	GO:0051321	 meiotic cell cycle 
Zfp385a	Cell cycle related	GO:0007049	 cell cycle 
Zfp830	Cell cycle related	GO:0007049	 cell cycle 
Zfyve19	Cell cycle related	GO:0007049	 cell cycle 
Zfyve26	Cell cycle related	GO:0007049	 cell cycle 
Zw10	Cell cycle related	GO:0007049	 cell cycle 
Zwilch	Cell cycle related	GO:0007049	 cell cycle 
Zwint	Cell cycle related	GO:0007049	 cell cycle 
1110017D15Rik	Cell differentiation	GO:0030154	 cell differentiation 
1700112E06Rik	Cell differentiation	GO:0030154	 cell differentiation 
4932411N23Rik	Cell differentiation	GO:0030154	 cell differentiation 
Abcb5	Cell differentiation	GO:0030154	 cell differentiation 
Abhd5	Cell differentiation	GO:0030154	 cell differentiation 
Acer1	Cell differentiation	GO:0030154	 cell differentiation 
Acsbg2	Cell differentiation	GO:0030154	 cell differentiation 
Acvr1c	Cell differentiation	GO:0030154	 cell differentiation 
Adad1	Cell differentiation	GO:0030154	 cell differentiation 
Adam18	Cell differentiation	GO:0030154	 cell differentiation 
Adam24	Cell differentiation	GO:0030154	 cell differentiation 
Adam25	Cell differentiation	GO:0030154	 cell differentiation 
Adam26a	Cell differentiation	GO:0030154	 cell differentiation 
Adcyap1r1	Cell differentiation	GO:0030154	 cell differentiation 
Adgrg1	Cell differentiation	GO:0030154	 cell differentiation 
Agfg1	Cell differentiation	GO:0030154	 cell differentiation 
Aggf1	Cell differentiation	GO:0030154	 cell differentiation 
Ago2	Cell differentiation	GO:0030154	 cell differentiation 
Agr3	Cell differentiation	GO:0030154	 cell differentiation 
Agrn	Cell differentiation	GO:0030154	 cell differentiation 
Ahi1	Cell differentiation	GO:0030154	 cell differentiation 
Aimp2	Cell differentiation	GO:0030154	 cell differentiation 
Alkbh1	Cell differentiation	GO:0030154	 cell differentiation 
Alkbh5	Cell differentiation	GO:0030154	 cell differentiation 
Ambra1	Cell differentiation	GO:0030154	 cell differentiation 
Amhr2	Cell differentiation	GO:0007548	 sex differentiation 
Amigo1	Cell differentiation	GO:0030154	 cell differentiation 
Anapc2	Cell differentiation	GO:0030154	 cell differentiation 
Ang	Cell differentiation	GO:0030154	 cell differentiation 
Ang3	Cell differentiation	GO:0030154	 cell differentiation 
Angpt1	Cell differentiation	GO:0030154	 cell differentiation 
Angpt2	Cell differentiation	GO:0030154	 cell differentiation 
Angptl6	Cell differentiation	GO:0030154	 cell differentiation 
Ankrd49	Cell differentiation	GO:0030154	 cell differentiation 
Anks4b	Cell differentiation	GO:0030154	 cell differentiation 
Anpep	Cell differentiation	GO:0030154	 cell differentiation 
